Selection,Source,RetrievalDate,Source Url,Title,Artist,Url,Culture,Date,Technique,Dimensions,Acc Num,View,Credit Line,Collections,Classification,Description,Provenance
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33469/saint-andrew-?ctx=aa1f586a-8697-4f19-93d9-15add329c919&idx=0,Saint Andrew (?),Simone Martini,https://collections.mfa.org/objects/33469/saint-andrew-,,early 1320s,Tempera on panel,18.4 x 19.7 cm (7 1/4 x 7 3/4 in.),51.2397,ON VIEW,Charles Potter Kling Fund,Europe,Paintings,"The extraordinary elegance of this saint's hair and beard and the animated, serpentine line of the gold edge of his robe are proof that Martini was the greatest painter to emerge from the workshop of Duccio and among the most influential artists in Europe in the fourteenth century. This panel, possibly from a church in Orvieto, originally was part of a predella, a horizontal group of images at the bottom of an altarpiece.","1929, Paul Bottenweiser, Berlin;by 1932, sold by Bottenweiser to Morton H. Meinhard, New York;by descent to Carrie W. (Mrs. Morton H.) Meinhard, New York and Greenwich, CT;May 4-5, 1951, Meinhard estate sale, Parke-Bernet, New York, lot 305, to Julius Weitzner, New York;1951, sold by Weitzner to the MFA for $15000. (Accession Date: October 11, 1951)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32591/virgin-and-child-enthroned?ctx=68fb614c-df2e-4be3-8318-9ce9f996c058&idx=0,Virgin and Child Enthroned,Jaume Mateu,https://collections.mfa.org/objects/32591/virgin-and-child-enthroned,,,Tempera on panel,194.6 x 87.6 cm (76 5/8 x 34 1/2 in.),37.328,NOT ON VIEW,Herbert James Pratt Fund,Europe,Paintings,,"By 1909 until at least 1922, Celesti Dupont (dealer, b. 1859 - d. 1940), Barcelona [see note 1]. Private collection, Barcelona [see note 2]. Count Capogrossi-Guarna, Rome [see note 3]. 1936, A. S. Drey, New York, 1937, Paul Drey, New York, 1937, sold by Drey to the MFA for $2750. (Accession Date: April 1, 1937);NOTES;[1] See Clara Beltrán Catalán, ""L'antiquari Celestí Dupont (1859-1940). Col-leccionisme i comerç d'art a la Catalunya entre els segles XIX i XX,"" in Col-leccionistes, antiquaris, falsificadors i museus, ed. B. Bassegoda and I. Domènech (Barcelona, 2016), p. 106. [2] Chandler Rathfon Post, A History of Spanish Painting, vol. 5 (Cambridge, 1934), p. 282. [3] According to dealer Paul Drey at the time of acquisition."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34371/pilate-washing-his-hands-and-saint-martin-of-tours-with-a-be?ctx=e48caaa6-ec38-447a-a149-d34fe8f4e296&idx=0,Pilate Washing his Hands and Saint Martin of Tours with a Beggar and the Donor,Attributed to: Master of Alkmaar,https://collections.mfa.org/objects/34371/pilate-washing-his-hands-and-saint-martin-of-tours-with-a-be,,,Oil on panel,87.6 x 41 cm (34 1/2 x 16 1/8 in.),1980.357a-b,NOT ON VIEW,Marion F. Winnek Fund,Europe,Paintings,,"Before 1930, G. Stein, Paris (?) [see note 1]. June 1, 1932, anonymous sale, Dorotheum, Vienna, lot 1. By 1934, David Goldmann (b. 1887 - d. 1967), Vienna [see note 2], 1938, seized by Nazi forces and taken to the Kunsthistorisches Museum and stored at the Central Depot, Neue Burg, Vienna, where it was reserved for the Führermuseum [see note 3], transferred to Alt Aussee [see note 4], October 12, 1945, recovered by Allied forces and taken to the Munich Central Collecting Point (no. 8875) [see note 5], January 1, 1947, given to the custody of the Stichting Nederlandsch Kunstbezit (inv. no. 1557) [see note 6], 1948 until 1952, on loan from the Stichting Nederlandsch Kunstbezit to the Archbishop Museum, Utrecht (inv. no. ABM s212) [see note 7], March 10, 1952, removed from the Archbishop Museum and sent to Germany for restitution to David Goldmann, New York [see note 8], until 1979, by descent within Mr. Goldmann's family [see note 9], May 30, 1979, consigned anonymously by the family of David Goldmann to Sotheby Parke-Bernet, New York, lot 174, not sold, 1979, sold by the family to a private collector, New York [see note 10], 1980, sold by the private collector, through Richard J. Collins, Inc., New York, to the MFA. (Accession Date: October 15, 1980);NOTES;[1] According to notes in the MFA curatorial file.;[2] Published by L. Frölich-Bum, ""Einige Werke des Meisters von Alkmaar in Wiener Privatbesitz"" Oud-Holland 51 (1934), pp. 182-187, as belonging to David Goldmann. When they were in Mr. Goldmann's possession, the two panels formed a triptych, with a 17th-century Spanish relief sculpture of St. Anthony between them. On the collection of David and Lily Goldmann, see Sophie Lillie, Was einmal war, Handbuch der enteigneten Kunstammlungen Wiens (Vienna, 2003), pp. 409-415.;[3] With the Anschluss, or annexation of Austria to Nazi Germany in March, 1938, the possessions of David Goldmann were seized almost immediately by Nazi forces. Goldmann's panels appear in a Nazi-generated inventory of 1939 as no. DG (David Goldmann) 107: ""Hausaltar mit zwei Altarflügeln. Werke eines Malers aus der Antwerpener Schule, auf dem einen Flügel Christus vor Kaiaphas, auf dem anderen Christus vor Pilatus, auf der einen Seite ein heiliger Bischof, auf der anderen der gegeisselte Christus. In dem Schrank ein Heiliger."" Inventar der Sammlung D.G., in Katalog beschlagnahmter Sammlungen, inbesondere der Rothschild-Sammlungen in Wien, Verlags-Nr. 4938, Staatsdruckerei Wien, 1939, Privatarchiv, reproduced in Lillie, Was einmal war (as above, n. 1), p. 412, no. 107. The panels also appear in a Nazi inventory of July 31, 1940 of works reserved for the decoration of the Führermuseum, the art museum Adolf Hitler planned to build in Linz, Austria: Verzeichnis der für Linz in Aussicht genommenen Gemälde, p. 8: ""Ferner als Reserve für dekorative Zwecke... Niederländisch, um 1500, Hausaltar.;[4] Many works of art stored elsewhere by the Nazis were moved to the abandoned salt mines of Alt Aussee in Austria, where they would be safe from wartime bombing.;[5] Allied troops established collecting points where looted works of art could be identified for eventual restitution to their rightful owners. These paintings came to the Munich Central Collecting Point from Alt Aussee (no. 4095), and were numbered 8875. This information is taken from inventory card 1557 A-B, Stichting Nederlandsch Kunstbezit Archive, no. 846, and Munich Central Collecting Point inventory card, National Archives and Records Administration, College Park, MD (Proprty Card 8875, Microfilm M1946, Reel 50).;[6] After World War II, the Stichting Nederlandsch Kunstbezit (SNK, Foundation for Netherlandish Art Property) was assigned the task of recuperating looted artworks from abroad and returning them to their rightful owners in the Netherlands.;[7] The panels were mistakenly believed to have come from the collection of O. Lanz of Amsterdam. For this reason, they were not returned to David Goldmann immediately following the war, but were taken to the Netherlands along with other works of art destined for restitution by the SNK (letter from Rudolf E. O. Ekkart, Head of the Origins Unknown Project (Bureau Herkomst Gezocht), The Hague, August 17, 2004).;[8] This information was made available through the generous assistance of Arno van Os, registrar at the Museum Catharijneconvent, Utrecht (letter of May 13, 2004). On February 21, 1952 the Archbishop Museum received a letter from the Bureau Herstelbetalings- en Recuperatiegoederen requesting the return of the panels to David Goldmann and on March 10 they left the museum for restitution to him. The panels were listed among the works still missing from Mr. Goldmann's collection in the Verzeichnisse gesuchter Kunstwerke aus österreichischem Besitz (n.d., [1950?]). Their restitution in 1952 to David Goldmann's family has been confirmed in a signed statement by his daughter (May 10, 2004), as well as in a letter from her to the MFA (June 26, 2004).;[9] According to the letter from Mr. Goldmann's daughter (as above, n. 8).;[10] According to an interoffice memorandum (September 20, 1981, in the MFA curatorial file)."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33773/virgin-and-child-with-saints-dominic-and-thomas-aquinas-?ctx=437a9693-ae3f-4cd1-b42c-62ba78b2bb9a&idx=0,Virgin and Child with Saints Dominic and Thomas Aquinas (?),Master of the Borghese Tondo,https://collections.mfa.org/objects/33773/virgin-and-child-with-saints-dominic-and-thomas-aquinas-,,about 1500–05,Tempera on panel,37.8 x 31.4 cm (14 7/8 x 12 3/8 in.),63.3053,NOT ON VIEW,Bequest of Dana Pond,Europe,Paintings,,"Dana Pond (1881-1962), New York, NY;1963, bequest of Dana Pond. (Accession date: January 22, 1992)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/469980/the-calenberg-altarpiece?ctx=42dfb61d-3d30-4582-8f36-139de611002e&idx=0,The Calenberg Altarpiece,Master of the Goslar Sibyls,https://collections.mfa.org/objects/469980/the-calenberg-altarpiece,,First quarter of the 16th century,Oil on panel,Other (Central Panel): 99 x 144.5 cm (39 x 56 7/8 in.),2005.195.1-4,NOT ON VIEW,Museum purchase with funds donated anonymously and Charles H. Bayley Picture and Painting Fund,Europe,Paintings,,"By 1524, Duke Erich I von Braunschweig-Calenberg (b. 1470 - d. 1540) and his wife, Katharina von Saxonia (b. 1468 - d. 1524), chapel of Calenberg Castle, Pattensen, Germany (original commission) [see note 1], until about 1636, probably by descent within the family, Calenberg Castle, about 1636, probably transferred to Leine Castle, Hanover [see note 2], between 1803 and 1811, dismantled and removed from Leine Castle [see note 3]. 1811, acquired by Bernhard Hausmann (b. 1784 - d. 1873), Hanover [see note 4], 1857, sold by Hausmann to Georg V (b. 1819 - d. 1878), King of Hanover [see note 5], until 2005, by descent within the royal family of Hanover [see note 6], 2005, sold by the royal house of Hanover, through Sotheby's, New York, to the MFA. (Accession Date: April 27, 2005);NOTES;[1] The earliest recorded account of the altarpiece at Calenberg Castle is that of M. Heinrich Bünting (Braunschweigische Chronik, 1584). He specifies that the donors represented in the main panel are Princess Katharina and Duke Erich, the coats-of-arms confirm this. For Bunting's account, see endnote below, this is taken from the German transcription by Bernhard Hausmann, Verzeichniss der Hausmann'schen Gemählde-Sammlung in Hannover (Hanover, 1831), pp. 123-24, footnote. Katharina died in 1524, suggesting the altarpiece had been commissioned by that date.;[2] In 1636 Georg von Braunschweig-Calenberg moved the seat of power to the city of Hanover (subsequently, Calenberg Castle was abandoned and, in 1690, torn down). Presumably the altarpiece was moved to the new princely residence at this time.;[3] Hausmann 1831 (see above and below, nn. 1 and 4) states that he found the altarpiece in pieces in Hanover in 1811, that is, during the French occupation of the city (1803-1813). During this time, Leine Castle was occupied by French troops and plundered. The altarpiece must have been dismantled and discarded or sold as a consequence.;[4] Hausmann described the altarpiece in his collection catalogue of 1831, see Hausmann 1831 (as above, n. 1), pp. 123-125, cat. no. 215a-c. He states that in 1811 he discovered the altarpiece in pieces in two junk shops in Hannover, saved them, and made them part of his collection.;[5] In 1857, Hausmann closed his gallery and sold the collection to Georg V. See Klaus Mlynek, ""Von Privaten zum Öffentlichen - Erste Museumsgründungen in der Residenzstadt Hannover,"" in 100 Jahre Kestner-Museum Hannover, 1889-1989, ed. Ulrich Gehrig (Hanover: Das Museum, 1989), 170.;[6] In 1861, Georg V used the works of art he purchased from Hausmann -- as well as other objects in the family's possession -- as the basis for the Welfenmuseum, the contents of which were entailed, or owned by and inherited within the family. In 1901 these objects formed the basis for the Fideikommissgalerie (""entailed gallery"") at the Provinzialmuseum, Hanover. There the Calenberg Altarpiece was inventory no. 423. In 1924, it was removed by the family to their residence at the Schloss Blankenburg, Harz. This move coincided with the reorganization of the Provinzialmuseum, when parts of the Fideikommissgalerie were removed (and some were sold). In 1945, the family left Blankenburg and took its contents to the Schloss Marienburg, Hanover. See Hans Georg Gmelin, Spätgotische Tafelmalerei in Niedersachsen und Bremen (Munich and Berlin, 1974), p. 447, Mlynek 1989 (as above, n. 5), pp. 172-174, and Ines Katenhusen, ""150 Jahre Niedersächsisches Landesmuseum Hannover,"" in Das Niedersächsische Landesmuseum Hannover, ed. Heide Grape-Albers (Hanover, 2002), pp. 29, 34-35.;ADDITIONAL INFORMATION;Translation of Heinrich Bünting, Braunschweigische Chronik, 1584, taken from Bernhard Hausmann, Verzeichniss der Hausmann'schen Gemählde-Sammlung in Hannover (Hanover, 1831), pp. 123-124, footnote;It was the Princess Catherine, wife of Duke Eric the Elder, born to a very high princely house, for she was the daughter of the warlike Duke Albrecht of Saxony, a very devout princess, for her Princely Grace had commissioned the chapel in the House Calenberg, and also had the panel made, which was placed upon the altar.;On that same panel appear also the arms of her Princely Grace, the little Saxon crown made up of lozenge shapes, and across from these the arms of Braunschweig, and so they are also both, the Duke and the Princess, painted on [the panel], and an image of Mary sits in the center, and holds the small child Jesus in her lap. The Princess is painted in her raiment, as it was customary at that time, with bare neck and chest, adorned with precious jewels, gemstones and golden chains, and so her Princely Grace's ladies-in-waiting are sitting beside her, also dressed in the same manner.;Duke Eric the Elder sits facing her on the other side, painted in his entire cuirass, with a long brown velvet mantle, in a red velvet cap, adorned with a handsome long white feather. And even though the painting is rather old, still one sees indeed even so still unto this very day, that it must have been a very beautiful panel, upon which the Princess is in particular very painstakingly painted, with her lovely countenance and beautiful red cheeks."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33899/virgin-and-child?ctx=789ad909-7dde-4604-9ec6-839af1a58c09&idx=0,Virgin and Child,Master of the Johnson Nativity,https://collections.mfa.org/objects/33899/virgin-and-child,,about 1470,Tempera on panel,72.5 x 44.9 cm (28 9/16 x 17 11/16 in.),64.2379,NOT ON VIEW,"Bequest of Mrs. Edward Jackson Holmes, Edward Jackson Holmes Collection",Europe,Paintings,,"By 1935, Edward Jackson Holmes, Boston, MA (d. 1950);1950, by inheritance to Mrs. Edward Jackson Holmes, Boston, MA;1964, bequest of Holmes. (Accession date: April 27, 1988)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34298/the-archangel-gabriel?ctx=53600799-a9ba-4cc3-af16-3e28c3f789be&idx=0,The Archangel Gabriel,After: Master of the Miraculous Annunciation of Ss. Annunziata,https://collections.mfa.org/objects/34298/the-archangel-gabriel,,,Oil on copper,17.78 x 12.7 cm (7 x 5 in.),1978.685,NOT ON VIEW,Gift of Miss Aimée and Miss Rosamond Lamb,Europe,Paintings,,"By 1978, Misses Aimée and Rosamond Lamb, Boston, MA;1978, gift of Misses Aimée and Rosamond Lamb [formerly as Nelli]. (Accession Date: January 10, 1979)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/34297/the-virgin-of-the-annunciation?ctx=7166e681-dccd-40e5-b594-e0b1d1fb5015&idx=0,The Virgin of the Annunciation,After: Master of the Miraculous Annunciation of Ss. Annunziata,https://collections.mfa.org/objects/34297/the-virgin-of-the-annunciation,,,Oil on copper,17.78 x 12.7 cm (7 x 5 in.),1978.684,NOT ON VIEW,Gift of Miss Aimée and Miss Rosamond Lamb,Europe,Paintings,,"By 1978, Misses Aimée and Rosamond Lamb, Boston, MA;1978, gift of Misses Aimée and Rosamond Lamb [formerly as Nelli]. (Accession Date: January 10, 1979)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33657/the-crucifixion-with-the-virgin-and-saint-john-with-saint-j?ctx=aa9f38d3-c40d-418b-9e74-c5cb2277de24&idx=0,"The Crucifixion with the Virgin and Saint John, with Saint John Baptist (above);Franciscan Saint in Prayer before a Vision of Christ and Saints, with a Male Saint (above) (recto and verso)",Master of the Osservanza,https://collections.mfa.org/objects/33657/the-crucifixion-with-the-virgin-and-saint-john-with-saint-j,,late 1440s,"Tempera on panel, base a modern restoration",69.9 x 37.8 cm (27 1/2 x 14 7/8 in.),60.536,ON VIEW,Charles Potter Kling Fund,Europe,Paintings,"Reliquaries are precious containers for the relics of holy persons. Here the small glass roundels would have held fragments believed to be the bones of saints or other items. One side of the painting depicts the Crucifixion and above it, John the Baptist. The other side shows a Franciscan saint before a vision of Christ, the Virgin, and perhaps Saint Peter. A male saint, dressed in red and holding a palm of martyrdom, is painted in the pinnacle above. The artist, known for the smooth draperies of his figures, has long been called the Master of the Osservanza, after a painting by the same hand in a church near Siena. Some scholars now believe this group of works to be by Sano di Pietro, a 15th-century Sienese painter. The reliquary was first restored as early as the 18th century, when some of the glass roundels and identifying labels were replaced.","Until 1900, Eugen Miller von Aichholz (b. 1835 - d. 1919), Vienna, May 18-22, 1900, Aichholz sale, Galerie Georges Petit, Paris, lot 368 [see note 1]. By 1909, Henri Heugel (b. 1844 - d. 1916), Paris [see note 2], by descent to his wife, by descent to their son, Jacques Heugel (b. 1890 - d. 1979), Paris. January, 1952, sold by Otto Wertheimer (dealer), Paris, to M. Knoedler and Co., New York (stock no. A4774) [see note 3], 1960, sold by Knoedler to the MFA for $15,000. (Accession Date: May 11, 1960);NOTES;[1] Attributed to Fra Angelico. [2] As published by Bernard Berenson, ""Central Italian Painters of the Renaissance"" (New York, 1909), p. 178. [3] Attributed to Giovanni di Paolo. Bought in half-share with Pinakos, Inc."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/35483/saint-james-the-great-of-compostella?ctx=8a23d6d6-a63e-4336-a0cf-63290231394c&idx=0,Saint James the Great of Compostella,Master of the Saint Bartholomew Altarpiece,https://collections.mfa.org/objects/35483/saint-james-the-great-of-compostella,,,Oil on panel,Overall: 14.3 x 13 cm (5 5/8 x 5 1/8 in.),1993.39,ON VIEW,Bequest of William A. Coolidge,Europe,Paintings,"This fragment, probably part of an altarpiece, presents Saint James as a pilgrim like those who flocked to the shrine of his relics in Santiago de Compostella, Spain. The painter is named after an altarpiece illustrating the life of Saint Bartholomew now in the Alte Pinakothek, Munich.","Richard von Kaufmann (b. 1849 - d. 1908), Berlin, December 4, 1917, Kaufmann sale, Cassirer and Helbing, Berlin, lot 133, to Walter von Pannwitz (d. 1920), Heemstede, The Netherlands [see note 1], transferred to The Aurora Trust [see note 2], July 6, 1966, Aurora Trust sale, Sotheby's, London, lot 72, to Thomas Agnew and Sons, Ltd., London, June 21, 1967, sold by Agnew to William A. Coolidge (b. 1901 - d. 1992), Topsfield and Cambridge, MA, 1993, bequest of William A. Coolidge to the MFA. (Accession Date: January 27, 1993);NOTES;[1] Der Cicerone, January, 1918, pp. 26-27, also see letter from Gerald G. Stiebel to the MFA (April 28, 2002, in MFA curatorial files) and Otto von Falke and Max J. Friedländer, ""Die Kunstsammlung von Pannwitz"" (Munich, 1925), cat. no. 8. [2] The Aurora Trust was set up in the late 1940s by Walter von Pannwitz's widow, Catalina, as a respository for the their art collection."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32911/flight-into-egypt?ctx=e9c043b9-543b-4925-940b-a43d1a9b9ec0&idx=0,Flight into Egypt,Master of the Schretlen Circumcision,https://collections.mfa.org/objects/32911/flight-into-egypt,,,Oil transferred from panel to canvas mounted on Masonite,118.1 x 91.5 cm (46 1/2 x 36 in.),44.756,NOT ON VIEW,"Gift of Mrs. Albert S. Bonner, Dr. Helen B. Coulter, Mrs. Robert Parsons, and Mr. Eliot B. Coulter, in memory of their parents, Mr. and Mrs. Eugene C. Coulter",Europe,Paintings,,"By 1930, Eugenio Terol, Madrid;1930, from Terol to Margaret Palmer, Madrid;1930, Eugene C. Coulter (buying through Palmer);1944, by inheritance to Coulter's children, Mrs. Albert S. Bonner (Evelyn B. Coulter), Eliot B. Coulter, Arlington, Dr. Helen B. Coulter, and Mrs. Roberts Parsons;1944, gift of Bonner, Coulter, Coulter and Parson. (Accession Date: October 17, 1944)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33445/bishop-saint?ctx=a6873143-45ec-4633-91b1-2ebc5cd14d10&idx=0,Bishop Saint,Master of the Sienese Straus Madonna,https://collections.mfa.org/objects/33445/bishop-saint,,,Tempera on panel,30.8 x 26.0 cm (12 1/8 x 10 1/4 in.),51.738,ON VIEW,Charles Potter Kling Fund,Europe,Paintings,"This painting originally was a pinnacle of a large altarpiece. The decorative style is typically Sienese, and the artist may have trained with Simone Martini (for his depiction of a saint, see 51.2397) or with Barna da Siena (for his Mystic Marriage of Saint Catherine, see 15.1145). The unidentified artist is named for a work of similar style in the Museum of Fine Arts, Houston.","Before 1850, purchased in Italy by Joshua Nash;by 1951, by inheritance to Arthur C. Nash, Washington, DC;1951, sold by Arthur C. Nash to the MFA for $1150. (Accession Date: May 10, 1951)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32736/the-crucifixion?ctx=b667a990-efd5-4801-b627-d10e487c4fb0&idx=0,The Crucifixion,Master of the Urbino Coronation,https://collections.mfa.org/objects/32736/the-crucifixion,,1360s,Fresco transferred to canvas,337.8 x 275.6 cm (133 x 108 1/2 in.),40.91,ON VIEW,Augustus Hemenway Fund,Europe,Paintings,"This painting was originally executed on fresh plaster on a wall in the church of Santa Lucia del Mercato, in the Italian city of Fabriano. The unidentified artist is named for a painting done in the same style now in a museum in Urbino. His art is distinguished by direct emotional appeal and an interest in imposing, substantial bodies. This is one of very few detached frescoes from this period and of this size in an American museum.","Possibly from the church of San Giovanni Battista, Fabriano, Italy. By 1893 until at least 1916, Ferruccio Tartuferi (b. 1852 - d. 1925), Fabriano and Bologna [see note 1]. April 23, 1929, sold by Publio Podio, Bologna, through Enrico Testa and Pietro Tozzi, to the Brummer Gallery, New York (stock no. P5844) [see note 2], December 17, 1929, sold by the Brummer Gallery to William Randolph Hearst (b. 1863 - d. 1951), New York and Los Angeles, April 19, 1940, sold by Hearst, through Parish-Watson and Co., New York, to the Brummer Gallery (stock no. N4560), 1940, sold by Brummer to the MFA for $15,500. (Accession Date: April 11, 1940);NOTES;[1] Between 1894 and 1916, Tartuferi kept this fresco in Rome at the Palazzo Corsini, the Castel Sant'Angelo, and the Collegio di Sant'Antonio. On its early provenance, see Enzo Borsellino, ""Mercato dell'arte e tutela dopo l'Unità: il caso degli affreschi del Maestro dell'Incoronazione di Urbino,"" in Mosaico: Temi e Metodi d'Arte e Critica per Gianni Carlo Sciolla (Naples, 2012), vol. 2, pp. 513-524. The church of John the Baptist was located near the residence of the Tartuferi family in Fabriano. Other frescoes from the same cycle, representing the Annunciation to Zacharias and the Birth of the Baptist, are today at the Memorial Art Gallery, University of Rochester, and the Galleria Nazionale d'Arte Antica, Rome. It is not known precisely when they were removed and transferred to canvas, but it must have been no later than the 1860s, when the church was destroyed.;[2] According to a letter from Joseph Brummer to W. G. Constable (May 3, 1940), the fresco was purchased from Professor Podio in Bologna. The Brummer stock card clarifies that it was purchased from Testa, with a percentage going to Tozzi."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/32429/carmelina?ctx=61a503a6-fbd0-4766-883d-4a7a3791c37e&idx=0,Carmelina,Henri Matisse,https://collections.mfa.org/objects/32429/carmelina,,1903,Oil on canvas,81.3 x 59 cm (32 x 23 1/4 in.),RES.32.14,ON VIEW,Tompkins Collection—Arthur Gordon Tompkins Fund,Europe,Paintings,"Matisse represented the female nude many times, both in painting and in sculpture. In this striking early work, the rounded forms of Carmelina's body, strongly modeled in light and dark, stand out almost in relief against the pattern of rectangular shapes behind her. The subject of the nude, usually relaxed and seductive, here becomes a confrontation between the boldly posed model and the artist, who is visible in the mirror at the back of the studio.","By 1912, Bernheim-Jeune, Paris [see note 1]. 1931, sold by Baron Shigetaro Fukushima (b. 1895 - d. 1960), Paris, to Pierre Matisse Gallery, New York, 1932, sold by Pierre Matisse Gallery to the MFA for $10,050 [see note 2]. (Accession Date: February 4, 1932);NOTES;[1] Bernheim-Jeune et Cie. lent the painting to the ""Second Post-Impressionist Exhibition"" (Grafton Galleries, London, October 5 - December 31, 1912), cat. no. 9. [2] MFA accession numbers RES.32.2-RES.32.18 were purchased for $10,050."
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/433129/reclining-nude?ctx=5bcd4c7f-ab4d-4221-9af8-21cdb295879e&idx=0,Reclining Nude,Henri Matisse,https://collections.mfa.org/objects/433129/reclining-nude,,1923–25,Oil on canvas,Overall: 34.9 x 59.7 cm (13 3/4 x 23 1/2 in.),2004.444,ON VIEW,Arthur K. Solomon Collection,Europe,Paintings,"In the 1920s Matisse lived in Nice, on the French Riviera, in an apartment filled with color and pattern-on wallpapers, rugs, and textiles. These rich backgrounds appear over and over again in his paintings of this period. But Matisse cautioned the viewer not to be confused by ""the array of hangings and rugs … the sensuality of heavy, drowsy bodies … this splendid display of a siesta elevated to the maximum intensity of arabesque and color"" for there is ""a great tension brewing"" in works such as this, a tension found in the interplay of line, color, and volume.","With the Galerie Simon, Paris (stock no. 8443). Sacha Guitry (b. 1885 - d. 1957), Paris. Justin K. Thannhauser (b. 1892 - d. 1976), Paris and New York;by 1955, sold by Thannhauser to Arthur K. Solomon (b. 1912 - d. 2002), Cambridge, MA;2004, gift of the Arthur K. Solomon collection to the MFA. (Accession Date: June 23, 2004)"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/33306/vase-of-flowers?ctx=d08df418-20db-4ae9-bca5-5c2c6b213b4d&idx=0,Vase of Flowers,Henri Matisse,https://collections.mfa.org/objects/33306/vase-of-flowers,,1924,Oil on canvas,Framed: 76.8 × 90.5 × 10.2 cm (30 1/4 × 35 5/8 × 4 in.),48.577,NOT ON VIEW,Bequest of John T. Spaulding,Europe,Paintings,"From 1917 into the 1920s, Matisse lived in Nice in the South of France during the winter months. He focused on sunny interiors in many of his paintings of this period, here depicting the window and wall of one of the rooms facing the sea in his apartment on the Place Charles-Félix. His interest in balancing a variety of disparate shapes and colors, in combinations at once abrupt and harmonious, is in full effect in this work. The simple subject of a vase of flowers surrounded by patterned fabric and wallpaper provides an opportunity for formal experimentation. Vase of Flowers transforms an ostensibly straightforward subject into a vivid study of perspective and composition.","Georges Bernheim, Paris [see note 1]. 1928, Alex Reid and Lefevre, Ltd., Glasgow and London, February 15, 1928, sold by Reid and Lefevre to M. Knoedler and Co., London and New York (stock no. A88) [see note 2], December 31, 1928, sold by Knoedler to John Taylor Spaulding (b. 1870 - d. 1948), Boston, 1948, bequest of John Taylor Spaulding to the MFA. (Accession Date: June 3, 1948);NOTES;[1] As early as 1928, the painting was said to come from the collection of ""Mr. Georges B., Paris"" (see ""A Century of French Painting,"" exh. cat. Knoedler, New York, November 12 - December 2, 1928, cat. no. 45), who was later specified to be Georges Bernheim (see Jack Cowart and Dominique Fourcade, Henri Matisse: The Early Years in Nice, 1916-1930, exh. cat. National Gallery of Art, Washington DC, 1986, p. 319, cat. no. 13).;[2] Getty Provenance Index, M. Knoedler and Co. records, PI number K-26727 (stock book 8, no. A88, p. 30). www.getty.edu/research/tools/provenance"
NEPIP,MFA Boston Website,6April2020,https://collections.mfa.org/objects/279049/assumption-of-the-virgin?ctx=bc34baf1-4601-4cb9-865f-28bf65a7446c&idx=0,Assumption of the Virgin,Paolo de Matteis,https://collections.mfa.org/objects/279049/assumption-of-the-virgin,,1707,Oil on canvas,Overall: 102.2 x 76.8cm (40 1/4 x 30 1/4in.),2004.2082,NOT ON VIEW,Gift of Azita Bina-Seibel and Elmar W. Seibel in memory of Peter Seibel,Europe,Paintings,,"1948, E. J. Gooderham collection, December 10, 1948, posthumous Gooderham sale, Christie, Manson and Woods, London, lot 105, to Wiggins (probably Arnold Wiggins and Sons, Ltd.) [see note 1]. 1985, John Morton Morris and Co., London, April, 1985, sold by Morris and Co. to Azita Bina and Elmar W. Seibel, Boston, 2004, gift of Azita Bina and Elmar W. Seibel to the MFA. (Accession Date: December 15, 2004);NOTES;[1] The name of the buyer is inscribed in a copy of the auction catalogue (reproduction in MFA file). On the reverse of the frame is a label of Arnold Wiggins and Sons, Ltd., London, frame makers. While the earlier history of the painting has not been securely established, it is notable that an Assumption is recorded in the 1728 posthumous inventory of the artist: ""Un quadro dell'assunta con cornice negra. palmi 4 e 6 mano della Buona Anima."" Inventory of July 27, 1728, Naples, published by Gérard Labrot, ""Collections of Paintings in Naples, 1600-1780"" (Munich: Saur, 1992), p. 353 (f. 2v, no. 60). The dimensions given (about 135.8 x 90.5 cm) are larger than those of the MFA painting (102.2 x 76.8 cm), though it is not known if the frame was included. A painting of the Assumption by Matteis also appeared in the posthumous sale of Joseph Shapland, Tewkesbury Lodge, near Gloucestershire: September 12, 1837, Christie's, London (sale held at Tewkesbury Lodge), lot 142, ""Assumption of the Virgin, with a choir of angels, a beautiful composition, full of sweet character,"" bought in."
